Level,Brand,Main,Category,Parent,Market,Why?,Proof,Alternatives
DO_NOT_BUY,API Fish Care,Pet Products,Aquarium,Mars,,Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel,https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners,
DO_NOT_BUY,Apollinaris,Food-Beverage,Water-Mineral,Coca-Cola,,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Apple Jacks,Food,Cereal,Kellanova,,"Kellanova sells its products in Israel through large local distributor Schestowitz Ltd, profiting from the Israeli economy while silent on the injustice of the Occupation. Its Annual Revenue was $19.14 billion in 2023, higher than the GDP of 86 countries.",https://en.globes.co.il/en/article-754126,
DO_NOT_BUY,Appletiser,Food-Beverage,Sparkling Cider,Coca-Cola,,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Aptamil,Baby,Baby Formula,Danone S.A.,UK | India | Pakistan,Danone is a French multinational food-products corporation that holds 20% shares of IsraelÕs Strauss Group food company.,https://www.strauss-group.com/partner/partnership_danone/,
DO_NOT_BUY,Aqua Mineral,Food-Beverage,Water,Nestle,Poland,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Aqua Pod,Food-Beverage,Water,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Aqua Spring,Food-Beverage,Water,Nestle,Greece,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Aqua Water,Food-Beverage,Water,Danone S.A.,,Danone is a French multinational food-products corporation that holds 20% shares of IsraelÕs Strauss Group food company.,https://www.strauss-group.com/partner/partnership_danone/,
DO_NOT_BUY,Aquabona,Food-Beverage,Water-Mineral,Coca-Cola,Spain | Portugal,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Aquafina,Food-Beverage,Water,PepsiCo,,"The owner of Aquafina, PepsiCo, bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.",https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg,
DO_NOT_BUY,Aquaphor,Personal Care-Beauty,Skincare-Affordable | Dry Skin Treatment,Beiersdorf,,"Aquaphor is owned by Bieiersdorf, which has a 60% interest in it's Israeli subsidiary Alpa-BDF Ltd., located in Herzeliya.",https://reports.beiersdorf.com/annual-report/2022/additional-information/beiersdorf-ag-s-shareholdings.html,
DO_NOT_BUY,Aquarel,Food-Beverage,Water,Nestle,Spain,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Aquarian Fish Food,Pet Products,Fish Food,Mars,UK,Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel,https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners,
DO_NOT_BUY,Aquarius,Food-Beverage,Water,Coca-Cola,,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Aquasavana,Food-Beverage,Water,Coca-Cola,Africa,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Aquaterra Water,Food-Beverage,Water-Bulk,Primo Water Corp,Canada,"Primo Water owns Eden Springs, a British-Israeli water company which steals water resources from the farmers and towns in the Golan Heights, restricting access to it for non Israelis.",https://bdsmovement.net/news/bds-victory-against-eden-springs,
DO_NOT_BUY,Aramis,Personal Care-Beauty,Perfume,Estee Lauder,,"Aramis is owned by Estee Lauder, who's ownership, especially Ronald Lauder, has extremist zionist views and financially and politically supports Israeli occupation of Palestinian land.",https://www.jnf.org/menu-3/speakers-bureau/bio-page?id=830973c9-caae-67a8-a4cf-ff000038378d,
DO_NOT_BUY,Arctic Water,Food-Beverage,Water,Nestle,Poland,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Ardbeg,Food-Beverage,Alcohol,LVMH,,This brand is owned by LVMH. LVMH owner Bernard Arnault invests hundreds of millions in Israeli companies.,https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,
DO_NOT_BUY,Ardell Beauty,Personal Care-Beauty,Cosmetics-Affordable | Cosmetics-Eyes,American International Industries,,"American International is owned by Zvi Ryzman, an Israeli American dual citizen who grew up in Tel Aviv and served in the IOF.",https://wwd.com/feature/ardell-breaks-into-color-cosmetics-10894029/,
DO_NOT_BUY,Ariel,Household-Cleaning,Laundry Detergent,Procter and Gamble,Europe | MENA,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Arket,Fashion,Mens Clothing and Accessories | Womens Clothing and Accessories | Clothing Stores,H&M Group,,H&M continues to open stores in Israel without using its international platform to push for Palestinian justice.,https://bdsmovement.net/news/hm-whitewashing-Israeli-colonization-jerusalem-bds-national-committee-calls-boycotting-hm,
DO_NOT_BUY,Armani Beauty,Personal Care-Beauty,Cosmetics,Giorgio Armani S.p.A.,,"Armani Beauty is owned by L'Oreal, which has heavy investment in and operates a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,
DO_NOT_BUY,Armani Exchange,Fashion,Mens Clothing and Accessories | Womens Clothing and Accessories,Giorgio Armani S.p.A.,,"Armani Beauty is owned by L'Oreal, which has heavy investment in and operates a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,
DO_NOT_BUY,Aroma Espresso Bar,Restaurants,Coffee and Pastry Shops,Aroma Espresso Bar,,"One of AromaÕs branches is in MaÕaleh Adumim, a large Israeli settlement in the occupied West Bank. Several Palestinian and Bedouin villages were destroyed so that it could be built.",https://www.connexions.org/CxLibrary/Docs/Aroma.htm,
DO_NOT_BUY,Aromat,Food,Spices,Unilever,South Africa | Europe,"Unilever operates in Israel through its local subsidiary Unilever Israel Foods Ltd. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,Arrow Clothing,Fashion,Mens Clothing and Accessories,Authentic Brands Group,,"Arrow is owned by Authority Brands, which supports the occupation by offering company matching of employee giving to charities in Israel, with no mention of Palestine.",https://www.linkedin.com/posts/weareauthentic_activity-7118355618335191041-ycPy?utm_source=share&utm_medium=member_desktop,
DO_NOT_BUY,Arrowhead Water,Food-Beverage,Water,Blue Triton,,"Blue Triton is owned by One Rock Capital, with is owned by Mitsubishi Corp. Mitsubishi has made investments in Israel and has opened an office in Tel Aviv to partner with Israeli companies.",https://www.jpost.com/business-and-innovation/article-712729,
DO_NOT_BUY,Arwa Water,Food-Beverage,Water,Coca-Cola,MENA,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Asics,Fashion,Athletic Shoes and Apparel,Asics Corp.,,"Asics has made significant investments in Israeli startup Seevix Material Sciences, a partnership raising ethical concerns given the geopolitical climate.",https://corp.asics.com/en/press/article/2020-05-14-3,
DO_NOT_BUY,Aspirin,Personal Care-Health,Pain and Fever,Bayer,,"Bayer has a partnership with the Israeli Innovation Authority, the support arm of the Israeli government, charged with fostering the development of industrial research and development in the State of Israel.",https://www.bayer.com/en/il/climate-tech-program,
DO_NOT_BUY,Athena,Fashion,Athletic Shoes and Apparel,Delta Galil Industries,Europe,Delta Galil is an Israeli textile company with manufacturing and operations in illegal West Bank settlements,http://www.inminds.com/boycott-delta-galil.html,
DO_NOT_BUY,Atrium Innovations,Personal Care-Health,Pharmaceutical Companies,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Audi,Auto,Vehicles,Volkswagen Group,,Ordered $4 Billion worth of sensors From IsraelÕs Innoviz Technologies Ltd.,https://www.timesofisrael.com/Israeli-innoviz-secures-4b-deal-to-supply-volkswagen-with-lidar-sensors/,
DO_NOT_BUY,Ausonia,Personal Care-Hygiene,Feminine Products,Procter and Gamble,Europe,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Aussie,Personal Care-Hair,Hair Care-Affordable | Shampoo-Affordable,Procter and Gamble,,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Austin Crackers,Food-Snacks,Crackers,Kellanova,,"Kellanova sells its products in Israel through large local distributor Schestowitz Ltd, profiting from the Israeli economy while silent on the injustice of the Occupation. Its Annual Revenue was $19.14 billion in 2023, higher than the GDP of 86 countries.",https://en.globes.co.il/en/article-754126,
DO_NOT_BUY,Authentic Beauty Concept,Personal Care-Hair,Hair Care,Henkel,,HenkelÊinvests in Israeli technology namely by investing in Feelit. A company with its roots in Isra‘l.,https://www.henkel.com/press-and-media/press-releases-and-kits/2021-01-07-henkel-invests-in-technology-startup-feelit-1141594,
DO_NOT_BUY,Authentic Brands Group,Companies,Multinational-Clothing,Authentic Brands Group,,"Authority Brands supports the occupation by offering company matching of employee giving to charities in Israel, with no mention of Palestine.",https://www.linkedin.com/posts/weareauthentic_activity-7118355618335191041-ycPy?utm_source=share&utm_medium=member_desktop,
DO_NOT_BUY,Authentic Tea House,Food-Beverage,Iced Tea,Coca-Cola,Japan | Malaysia | Singapore,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Aveda,Personal Care-Hair,Shampoo,Estee Lauder,,"Aveda is owned by Estee Lauder, who's ownership, especially Ronald Lauder, has extremist zionist views and financially and politically supports Israeli occupation of Palestinian land.",https://www.jnf.org/menu-3/speakers-bureau/bio-page?id=830973c9-caae-67a8-a4cf-ff000038378d,
DO_NOT_BUY,Aveeno,Personal Care-Beauty,Skincare-Affordable,J&J (Kenvue),,"Johnson & JohnsonÊowns companies in Israel, engaging in various sectors including healthcare, pharmaceuticals, and medical devices, furthering its global presence in these critical industries.",https://www.jnjcareers.co.il/en,
DO_NOT_BUY,Avia,Fashion,Athletic Shoes and Apparel,Avia,,"Uses Delta Galil fabric, an Israeli textile company with manufacturing and operations in illegal West Bank settlements.",http://www.inminds.com/boycott-delta-galil.html,
DO_NOT_BUY,Aviance,Personal Care-Beauty,Skincare-Affordable,Unilever,,"Unilever operates in Israel through its local subsidiary Unilever Israel Foods Ltd. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,Aviva,Financial,Insurance,Aviva,,Britain's largest general insurer and a leading life and pensions provider. Invests in companies selling arms and military equipment to Israel that have been used in the oppression of Palestinians.,https://www.ethicalconsumer.org/money-finance/israel-deadly-investments,
DO_NOT_BUY,Avra Water,Food-Beverage,Water,Coca-Cola,Greece,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,AXA,Financial,Insurance,AXA,,AXA is a French multinational insurance firm that continues to invest in Israeli banks which are complicit in Israeli occupation and apartheid in Palestine.,https://bdsmovement.net/news/axa-continues-investments-in-israeli-apartheid-boycott-axa-now,
